Hours Studied,Attendance,Sleep Hours,Tutoring Sessions,Physical Activity,Exam Score,Extracurricular Activities_Yes,Internet Access_Yes,School Type_Public,Parental Involvement,Resource Access,Motivation Level,Family Income,Teacher Quality,Parental Education Level
18,90,8,2,3,68,False,True,False,1,0,2,0,2,0
13,69,7,2,2,63,True,True,True,1,1,0,2,1,0
13,96,7,4,3,71,True,False,True,1,2,1,1,2,0
24,76,8,3,1,65,True,True,False,2,0,0,0,1,0
20,83,10,0,1,66,True,True,True,0,2,1,0,2,0
19,93,6,2,3,68,True,True,False,0,0,1,2,1,1
17,68,7,0,3,61,True,False,True,1,1,1,0,1,0
18,91,6,2,3,71,False,True,False,0,2,1,0,1,2
26,84,7,0,2,70,True,True,True,1,2,1,1,1,0
18,96,7,1,3,66,False,True,True,2,0,0,0,1,0
12,67,9,0,2,61,True,True,False,2,1,0,0,1,1
24,77,9,1,2,67,True,True,False,2,0,0,1,1,0
19,93,8,1,3,72,True,True,True,2,1,1,2,2,2
20,61,9,1,3,65,False,True,False,2,2,1,2,0,0
30,64,6,3,2,68,False,True,True,2,1,0,1,1,1
20,100,6,3,4,70,True,False,True,0,1,2,1,1,1
22,71,8,1,4,63,True,True,True,1,0,1,0,2,0
13,99,7,1,4,69,False,True,True,2,0,1,1,1,2
19,67,10,0,3,62,False,True,True,1,0,1,2,1,0
24,74,4,1,4,71,False,True,True,2,2,2,2,1,2
11,90,8,1,4,64,True,True,True,0,0,0,0,2,0
21,86,8,0,3,69,False,True,True,2,1,1,2,2,0
21,83,6,2,3,71,True,True,True,1,2,2,0,2,2
20,81,6,0,4,63,True,False,True,0,1,0,0,1,0
26,94,6,1,3,72,True,True,True,0,2,0,0,2,0
22,69,5,1,3,66,True,True,True,1,1,1,0,0,1
29,78,9,2,4,69,True,True,True,2,1,1,0,1,0
14,66,10,0,3,60,True,True,True,1,1,0,0,1,0
21,84,6,1,4,68,True,True,False,2,2,0,1,2,0
21,70,6,3,2,65,False,True,True,1,2,1,1,0,1
14,73,5,2,4,67,False,True,True,2,1,2,1,1,1
26,79,5,0,2,66,True,True,True,1,0,1,0,1,0
34,61,6,1,2,68,True,True,False,1,1,2,2,1,2
20,64,9,0,4,63,True,True,False,0,1,1,0,2,0
23,87,10,1,3,73,True,True,False,2,2,1,1,1,1
21,77,6,1,3,66,True,True,False,1,1,1,1,1,1
16,95,6,2,3,67,True,True,True,0,1,0,0,2,1
9,88,5,2,4,66,True,True,True,0,1,0,1,1,2
16,60,8,0,5,60,False,True,True,1,0,0,0,0,0
12,85,8,1,3,67,False,True,True,2,2,0,0,2,2
30,64,7,3,4,67,False,True,True,1,1,1,2,0,0
19,91,6,0,2,70,True,True,True,1,1,2,1,1,0
18,100,9,1,2,69,False,True,True,2,0,0,0,1,0
25,81,8,1,3,68,True,True,True,1,0,1,0,1,2
13,87,8,1,3,67,True,True,False,2,0,2,2,2,0
15,69,8,0,1,63,False,True,True,1,2,0,0,1,1
20,78,7,2,3,70,False,True,True,2,1,2,2,1,1
26,94,6,4,3,71,False,True,True,0,1,2,0,1,0
23,67,8,1,2,67,True,True,True,2,2,0,2,1,0
21,71,8,1,3,64,False,True,False,1,1,2,1,1,0
20,78,8,0,4,66,False,False,False,0,1,2,1,1,1
22,88,5,1,3,70,True,True,True,1,1,0,0,2,2
21,75,8,1,2,65,True,True,False,1,0,2,1,1,0
14,97,7,2,3,68,True,True,True,0,1,1,1,0,1
20,64,6,3,5,65,True,True,True,1,0,2,1,2,2
14,75,8,3,1,65,False,True,True,2,1,1,1,1,2
20,88,7,0,4,69,True,True,True,1,1,1,0,2,1
17,69,10,1,4,63,False,True,True,1,1,1,1,1,0
35,86,8,2,2,70,False,True,True,0,1,1,0,0,1
20,67,7,1,4,64,True,True,True,0,0,1,1,1,1
12,62,7,1,4,62,True,True,True,1,2,2,2,1,0
19,65,5,1,3,66,True,True,False,2,2,1,0,1,0
23,97,9,2,3,73,True,True,True,2,0,2,0,1,0
30,82,7,3,3,72,True,True,True,1,2,1,0,2,2
16,92,7,0,2,68,True,False,False,1,1,2,2,1,2
11,73,5,0,4,62,False,False,False,1,2,1,1,1,1
25,84,8,2,4,67,False,True,False,1,0,1,0,1,0
12,80,6,1,4,62,False,True,True,1,0,1,0,2,0
17,98,6,2,3,72,False,True,True,2,2,1,1,1,0
18,90,7,2,2,67,False,True,True,0,2,2,1,2,0
20,89,6,1,3,68,True,True,False,2,1,0,0,1,0
24,62,6,2,3,65,True,True,True,0,2,1,1,1,0
16,82,7,0,1,79,False,True,False,1,1,0,2,2,0
18,79,9,2,3,66,False,True,False,2,0,2,1,1,0
20,97,8,1,2,68,True,True,False,1,1,0,0,1,0
21,70,8,1,3,65,True,True,True,0,0,1,2,2,2
21,71,8,3,4,67,True,True,True,1,2,1,0,1,0
23,76,6,3,4,67,True,True,True,1,2,0,1,1,1
25,70,9,1,4,67,True,True,True,0,1,1,1,1,0
22,65,4,5,4,68,True,True,True,1,1,2,1,1,1
23,94,8,3,3,72,False,True,True,1,2,0,1,1,0
11,82,8,1,5,65,False,True,True,2,1,2,1,1,0
20,94,7,0,3,65,False,True,True,0,1,0,0,1,0
23,93,6,1,2,70,True,False,True,1,1,0,1,1,1
24,71,7,2,2,67,True,True,True,1,1,1,0,1,0
16,82,6,1,4,68,True,True,False,1,2,1,1,1,1
16,63,8,2,3,63,False,True,True,1,1,1,0,2,1
17,97,8,2,2,68,True,True,True,1,1,0,0,1,0
23,76,8,0,2,69,True,True,True,1,2,1,1,0,2
26,76,8,2,4,66,True,True,True,0,0,0,0,0,0
18,72,8,2,4,64,True,False,True,2,1,2,2,1,0
25,78,8,3,4,69,True,True,True,2,0,1,0,1,0
21,70,6,1,3,62,False,True,True,0,1,1,0,1,0
19,75,5,0,3,65,True,True,True,1,2,2,1,1,0
19,92,7,1,2,70,True,True,True,1,1,1,0,2,0
24,93,8,1,4,72,True,True,True,0,2,1,2,1,0
22,72,5,1,3,66,False,True,True,1,1,2,0,2,0
34,79,7,3,2,70,True,True,False,2,0,0,1,2,0
15,95,9,3,1,67,False,False,True,1,1,1,0,2,0
23,62,7,1,4,65,True,True,True,2,2,0,0,1,2
17,96,9,3,2,68,True,False,False,1,0,0,1,1,2
15,69,9,2,3,62,True,True,True,0,1,0,1,2,0
20,87,7,1,3,68,True,True,True,0,1,2,0,1,2
21,83,6,2,3,69,False,True,True,2,1,1,2,2,0
38,82,6,2,3,72,False,True,False,1,0,0,0,1,1
19,94,7,0,3,65,False,True,True,0,1,1,1,1,0
13,64,5,2,2,63,True,True,False,1,2,1,1,1,2
22,74,5,0,2,68,True,True,True,2,2,1,0,1,1
8,82,4,1,2,62,False,True,True,2,0,1,1,1,1
19,92,7,0,2,69,True,False,False,1,1,1,0,2,2
20,69,10,2,4,65,False,True,True,1,0,1,2,2,0
25,92,4,3,2,74,False,True,True,2,1,2,2,1,0
26,76,7,4,3,70,True,True,True,2,0,1,1,2,0
17,68,7,2,3,65,True,True,True,1,0,2,1,1,0
19,90,7,3,3,70,False,True,True,2,2,0,2,1,1
15,64,9,0,3,59,True,True,True,0,0,0,1,1,1
13,81,6,1,3,63,True,True,False,0,1,0,0,1,0
22,63,4,0,4,64,True,True,True,0,2,0,0,2,1
12,74,6,0,3,63,True,True,True,0,2,2,1,0,2
18,84,6,2,2,67,False,True,True,2,0,1,0,2,0
14,82,4,1,4,65,True,True,True,1,1,1,2,1,0
23,76,7,2,3,67,False,True,True,1,1,1,1,1,1
31,77,5,2,5,73,False,True,True,2,1,1,2,2,0
12,69,7,2,3,64,True,True,True,2,2,0,0,2,1
9,78,6,0,3,65,False,True,False,0,2,1,1,2,2
19,98,5,2,3,72,True,True,False,1,2,1,1,1,0
20,94,8,3,4,72,False,True,True,2,1,2,1,1,0
21,66,7,2,2,66,False,True,True,2,1,1,2,2,1
17,61,7,1,2,62,True,True,False,2,1,2,1,1,1
19,97,8,2,1,68,False,True,False,0,1,1,1,1,1
22,81,7,1,3,67,True,True,True,1,0,0,1,1,1
26,82,7,1,2,69,False,True,True,2,0,1,1,1,2
8,91,6,1,3,67,False,True,False,2,0,1,1,1,0
18,73,5,1,3,63,False,True,True,1,1,1,0,2,1
21,79,7,0,4,65,True,True,False,0,1,0,0,1,0
14,99,6,2,4,71,False,True,False,2,1,0,2,2,1
30,87,8,1,1,70,False,True,False,1,1,0,0,2,2
16,66,7,5,3,68,True,True,True,1,1,1,0,2,2
20,65,8,0,3,65,True,True,True,1,1,2,0,1,1
23,68,6,4,2,68,True,True,True,1,2,1,1,1,0
16,91,5,2,3,69,True,True,True,1,1,1,2,1,1
9,72,10,1,2,62,True,False,True,1,2,1,2,1,0
17,61,7,2,4,62,True,False,True,0,2,1,1,2,1
26,98,8,1,2,72,False,True,True,2,0,0,2,0,2
18,67,5,0,4,64,False,True,False,2,1,2,1,1,2
15,60,7,0,1,58,False,True,True,2,1,0,0,2,0
26,69,9,1,3,66,False,True,True,2,1,0,0,1,1
18,69,5,1,4,64,True,True,True,1,0,0,0,2,2
17,77,10,3,1,68,True,True,False,1,2,0,2,2,1
21,97,7,0,3,69,False,True,True,0,0,1,2,1,2
25,95,6,1,5,71,False,True,True,0,2,1,0,1,0
34,78,8,1,2,71,True,True,True,1,2,1,1,1,1
25,76,9,0,3,67,True,True,False,1,1,1,2,2,0
27,82,6,2,3,71,True,True,False,2,0,1,2,2,0
17,70,6,2,3,64,True,True,True,1,1,0,1,1,0
14,62,7,0,1,62,True,True,True,1,1,2,1,1,0
20,98,8,1,4,70,False,True,True,1,1,1,2,1,0
21,67,7,2,2,63,False,True,False,0,2,0,0,1,2
14,68,8,0,3,66,True,True,True,2,1,2,2,1,0
19,79,8,2,3,65,True,True,True,1,1,0,0,0,0
22,80,7,1,3,69,False,True,True,1,2,1,2,1,1
22,61,6,1,3,63,True,True,True,2,0,1,0,1,0
23,66,7,1,2,64,False,True,True,1,1,0,2,1,1
22,75,10,2,2,66,True,True,True,1,1,2,0,0,0
17,87,7,4,3,67,True,True,True,1,1,1,2,1,0
17,69,9,2,3,66,True,True,True,2,2,1,0,1,1
13,77,6,2,4,65,False,True,True,0,2,0,0,1,2
31,82,7,2,2,72,True,False,False,2,1,1,2,1,2
20,96,8,0,2,70,True,True,True,2,1,2,1,0,0
19,73,9,1,1,67,True,True,True,1,1,1,2,0,1
14,65,9,4,3,64,False,True,True,1,2,0,1,1,1
38,80,5,1,4,72,False,True,True,2,1,1,0,1,1
14,90,9,0,4,65,True,True,True,1,1,1,0,1,0
17,64,10,0,3,62,True,True,True,2,0,1,2,1,0
22,77,6,3,4,67,False,True,True,1,2,2,0,1,0
24,61,6,0,3,64,False,True,True,1,1,2,1,1,0
26,61,7,0,3,63,False,True,False,1,1,0,1,1,2
31,79,7,1,2,72,False,True,True,1,2,1,1,2,1
23,72,6,1,5,66,False,True,True,0,1,2,2,1,0
14,94,5,0,1,70,True,True,True,2,1,1,1,1,2
18,84,9,0,2,66,True,True,False,1,0,0,1,2,2
22,78,6,1,3,70,False,True,True,2,2,0,2,2,0
32,76,6,0,2,67,True,True,True,0,0,0,0,2,0
12,80,7,1,2,64,True,True,True,1,1,2,0,2,0
27,62,5,2,2,67,False,True,True,2,1,1,1,2,0
21,96,5,0,4,72,True,True,True,2,2,1,2,2,1
25,100,6,1,3,72,False,True,True,2,0,0,1,1,0
19,67,8,2,5,68,True,True,True,2,1,0,2,1,2
15,65,7,1,3,64,True,True,True,1,1,1,2,1,2
25,66,4,1,3,66,True,False,True,2,1,1,2,1,0
24,86,9,0,3,68,False,True,False,0,2,1,0,2,1
26,86,8,0,4,66,False,True,True,0,0,0,0,2,0
20,94,7,1,1,70,True,True,False,0,2,2,0,2,0
16,90,7,1,4,70,True,True,True,2,2,2,0,1,2
11,78,8,0,2,62,True,True,False,0,2,1,1,1,0
25,85,10,0,1,69,True,True,True,0,1,1,1,0,1
23,88,8,2,2,69,True,True,False,1,1,0,1,2,1
14,81,7,2,4,66,True,True,True,1,1,1,1,1,1
17,79,5,4,3,68,False,True,True,2,2,1,0,1,2
17,86,7,2,5,71,False,True,True,1,2,1,0,2,2
11,82,8,1,2,64,True,False,False,1,1,1,0,1,2
15,86,7,2,3,67,False,True,True,0,2,1,1,1,1
13,85,6,2,3,68,True,True,True,1,2,1,1,2,0
18,89,8,0,1,67,True,True,True,0,2,0,2,1,0
16,86,6,1,3,68,False,True,True,1,1,2,0,1,2
10,81,8,5,3,69,True,True,True,1,2,1,0,2,0
32,87,6,0,3,71,True,True,True,1,2,1,0,2,0
28,78,4,3,4,68,True,False,False,2,0,0,0,1,0
15,70,6,0,2,65,False,True,False,2,2,2,0,1,1
22,60,7,1,3,63,False,True,True,0,1,1,0,2,1
23,82,8,0,1,65,True,True,True,0,1,1,1,2,0
27,84,8,3,2,72,False,True,False,2,2,0,0,2,2
15,99,5,2,1,67,True,True,True,0,1,0,1,0,1
27,74,7,1,3,69,False,True,True,1,2,1,1,1,0
17,76,6,3,3,67,False,True,False,1,1,1,0,2,2
12,68,6,2,4,64,True,True,True,2,1,0,1,1,1
24,63,6,0,3,62,False,False,True,1,0,0,0,1,0
28,91,7,2,3,71,False,True,False,0,1,1,2,0,0
36,70,10,2,3,70,False,True,True,0,2,1,0,1,0
13,84,10,1,3,64,False,True,True,0,1,0,1,2,1
24,88,6,0,2,69,True,True,False,1,1,1,0,1,2
18,79,7,1,3,65,True,True,True,1,1,1,0,2,0
25,95,7,2,2,73,True,True,False,2,2,1,2,1,1
11,78,7,2,3,64,True,True,True,1,0,0,1,1,0
12,71,8,2,2,64,True,True,True,1,2,0,1,1,2
15,96,7,3,4,70,True,True,True,1,1,1,1,1,2
20,94,6,2,5,70,True,True,True,0,0,0,1,1,1
16,67,9,2,2,64,False,True,True,2,2,1,1,1,0
24,61,5,3,2,64,False,True,False,0,1,1,1,2,1
26,64,7,3,2,66,True,True,False,1,1,2,1,2,0
24,71,5,1,3,66,True,True,True,0,2,1,1,1,1
30,99,5,2,4,74,True,True,True,1,1,0,1,1,0
22,82,8,2,1,69,False,False,True,2,2,1,1,1,1
13,75,6,1,3,67,True,True,True,0,2,2,1,1,2
28,96,4,5,5,73,False,True,True,1,1,2,0,1,0
16,78,6,0,1,66,False,True,True,0,1,2,1,1,2
25,73,6,2,4,67,False,True,True,2,1,2,1,1,0
29,98,5,3,2,75,True,True,True,1,2,0,0,1,1
23,94,8,2,2,73,True,True,True,1,2,0,1,2,0
11,94,5,2,5,67,False,True,True,1,1,1,2,1,0
14,80,6,0,4,65,True,True,True,2,0,1,1,2,1
28,92,7,1,1,71,True,True,True,1,1,0,0,0,0
19,67,6,1,4,63,True,True,True,1,1,0,1,1,0
20,83,6,2,4,68,True,True,True,1,0,2,0,2,0
25,99,6,0,4,72,False,True,False,1,2,2,1,1,0
24,72,5,2,2,67,True,True,True,0,2,0,1,2,0
22,92,6,1,4,71,False,True,True,1,2,0,1,1,1
19,80,8,1,4,67,False,True,True,0,0,2,0,1,2
18,62,6,0,3,66,True,True,False,1,2,1,2,2,2
25,91,7,3,5,72,False,True,True,1,2,1,0,1,0
23,67,9,2,0,64,False,True,True,0,0,1,0,2,1
18,85,8,0,3,68,False,True,True,1,1,1,2,2,1
26,63,5,0,2,65,False,True,True,2,2,1,0,1,0
19,98,8,1,4,74,True,True,False,1,2,2,1,1,2
15,72,9,4,4,65,True,True,False,1,0,1,1,2,1
15,69,6,2,2,63,True,False,True,2,0,1,0,2,0
14,65,5,5,3,65,True,True,False,1,1,1,0,1,2
18,98,6,0,1,70,True,True,True,0,2,1,1,1,0
27,88,7,0,4,71,True,True,True,1,2,1,0,1,0
15,90,8,1,1,66,True,True,True,1,1,1,0,1,1
21,80,6,2,3,69,True,True,True,1,1,0,1,2,1
16,79,4,2,2,67,True,True,True,1,2,2,1,1,1
18,64,5,1,4,64,True,True,True,1,2,0,0,1,0
11,82,8,2,2,67,False,True,True,2,2,2,0,2,0
19,70,10,1,4,67,True,True,True,1,2,1,0,2,0
19,99,7,1,4,70,False,True,True,2,1,1,1,1,0
23,92,9,2,1,71,False,True,False,2,2,1,0,1,2
21,77,5,2,5,68,True,True,False,1,0,2,0,2,0
13,66,6,1,2,65,False,True,True,2,2,0,2,2,0
27,91,4,1,3,70,False,True,False,1,1,1,0,1,2
21,65,8,1,4,64,True,False,True,1,2,0,0,1,0
21,68,6,3,4,67,True,True,False,2,2,2,1,0,0
20,68,8,5,3,63,False,True,False,0,0,1,0,0,0
17,82,6,2,3,65,True,True,True,1,0,2,0,0,0
21,91,10,2,2,70,True,True,True,1,1,2,0,2,0
23,73,10,1,3,67,False,True,True,1,2,1,0,1,1
10,63,4,3,3,60,False,False,False,1,2,0,0,1,0
17,79,8,1,3,64,False,True,True,0,2,0,0,1,0
18,90,6,1,1,65,False,True,False,0,1,0,1,1,0
22,69,8,0,5,64,False,False,True,1,1,0,0,2,0
27,69,5,1,4,67,True,True,True,1,0,1,1,1,1
15,98,9,0,3,71,True,True,False,1,1,2,1,1,0
17,98,9,0,3,69,False,True,False,1,1,0,2,1,0
17,100,5,1,4,70,True,True,True,1,2,0,1,2,0
15,92,7,1,3,69,True,True,True,1,1,1,2,2,1
18,68,7,3,4,69,True,True,True,2,2,2,1,1,0
25,68,8,2,3,64,True,True,True,0,1,0,1,1,1
14,74,7,0,3,63,True,True,False,0,1,1,1,2,2
23,73,8,3,2,67,False,True,True,2,1,1,1,1,1
10,98,7,0,3,66,False,False,True,1,1,0,1,1,1
17,92,8,2,3,69,True,True,True,1,2,1,0,1,0
18,89,5,5,4,69,False,True,False,1,1,1,0,2,1
30,67,7,2,3,69,False,True,True,1,1,2,2,1,0
18,96,9,1,3,72,True,True,True,1,2,2,0,1,1
7,93,9,1,3,65,True,True,False,2,2,2,1,0,0
8,67,7,0,2,63,True,True,False,1,1,1,2,2,1
20,95,7,1,4,69,False,True,True,1,1,0,0,2,1
24,71,9,3,3,69,True,True,False,2,1,0,1,2,1
22,63,7,2,2,64,True,True,False,1,0,1,2,2,1
21,86,9,2,3,69,True,True,False,1,0,2,1,2,1
27,86,7,1,3,72,False,True,False,1,2,1,1,1,2
17,64,7,1,4,62,False,True,True,1,0,2,0,1,1
25,73,5,1,3,66,True,False,False,2,1,0,1,1,0
10,100,5,2,1,65,False,True,True,0,1,0,1,0,0
15,87,8,0,3,69,True,True,True,2,2,1,2,1,1
9,89,10,1,3,65,False,True,True,1,0,2,2,2,0
18,69,7,3,2,67,True,True,True,2,1,1,1,2,0
20,63,7,2,2,63,True,True,True,0,1,0,1,2,0
21,71,9,2,4,66,False,True,True,2,1,0,1,1,0
20,70,8,0,3,61,False,True,False,0,1,0,0,0,0
14,69,4,1,4,64,True,True,True,2,1,1,1,1,0
19,68,8,1,4,64,True,True,False,1,0,0,1,1,2
11,83,5,2,3,65,True,True,True,1,1,1,0,1,1
28,73,7,3,3,68,False,True,True,1,0,1,2,1,2
18,93,6,1,3,69,True,True,False,0,2,1,1,1,0
17,67,6,0,3,61,False,True,True,1,1,1,1,1,0
30,79,7,3,2,72,False,False,False,1,2,1,2,2,2
13,61,8,4,3,61,True,True,False,1,0,1,0,1,1
13,79,7,1,4,66,False,True,False,2,2,1,0,2,1
13,62,9,1,1,60,True,True,True,0,1,1,0,1,1
20,99,9,1,3,69,False,True,True,1,0,0,0,2,2
23,92,9,1,2,72,False,True,True,1,2,1,2,2,1
24,80,7,2,2,69,True,True,True,1,2,0,1,1,0
35,63,6,0,3,71,True,True,True,2,2,0,1,1,1
7,84,7,1,3,64,False,True,False,1,2,1,1,1,1
24,90,9,3,4,71,True,True,True,0,0,2,0,1,0
17,68,9,1,3,64,True,True,True,0,1,2,1,2,0
16,83,4,3,3,67,True,True,True,1,1,2,0,0,1
16,93,7,2,3,67,True,True,False,1,0,1,0,1,2
15,91,4,1,3,66,True,True,True,0,2,2,1,1,0
30,92,7,3,4,73,True,True,False,0,1,1,2,1,1
25,95,6,1,4,73,True,True,False,1,2,1,1,1,0
20,98,6,0,2,70,False,True,True,1,1,1,1,1,1
28,76,8,5,4,70,True,True,True,0,1,1,2,0,1
11,83,6,0,4,62,True,True,True,1,0,0,0,1,2
12,92,7,1,2,68,True,True,False,2,0,1,1,2,2
7,88,6,0,3,65,True,True,True,2,2,1,0,1,0
16,100,7,2,2,73,True,True,True,2,2,1,2,1,0
21,61,8,1,3,65,True,False,False,2,1,2,0,1,1
21,74,6,0,3,66,True,False,True,1,2,2,1,1,1
21,71,8,3,3,64,True,True,True,0,1,1,0,1,1
12,70,7,0,3,63,False,True,True,1,2,2,0,1,0
25,69,7,0,3,62,False,False,True,1,1,1,0,0,1
21,88,6,0,4,70,True,True,False,2,1,0,0,1,2
24,63,8,3,3,65,False,True,True,1,1,1,2,1,0
9,90,8,0,5,64,True,True,False,1,1,1,1,1,0
22,88,7,4,2,70,False,True,True,1,1,0,2,1,2
13,70,7,1,5,62,False,True,True,1,1,1,0,0,0
18,70,8,5,2,67,False,True,True,1,1,1,2,1,0
23,85,8,1,3,66,False,True,False,1,0,0,1,1,2
21,90,7,2,3,74,True,True,True,2,2,2,2,2,1
15,95,9,2,3,69,True,True,True,1,2,1,1,1,0
20,94,8,0,4,70,True,True,True,1,2,0,1,1,0
11,99,10,1,1,68,False,True,True,1,1,1,2,1,1
27,83,5,3,2,70,False,True,True,1,0,1,0,1,2
19,96,8,3,2,71,True,True,True,1,1,1,1,1,0
27,92,9,2,0,73,True,True,True,1,0,2,1,2,2
17,96,9,3,2,69,False,True,False,1,1,0,1,1,0
17,60,7,1,4,61,True,True,True,0,0,1,0,1,2
15,99,5,0,2,68,True,True,True,1,1,1,1,1,1
25,79,9,1,2,66,True,True,False,1,0,1,0,1,2
16,92,6,0,4,67,True,True,False,2,0,0,2,1,0
24,65,7,1,1,64,True,True,True,0,2,1,2,1,2
18,76,10,1,4,67,True,True,False,0,2,2,1,1,1
8,71,5,0,4,61,True,False,True,2,1,1,2,1,0
17,72,8,2,3,65,False,True,True,0,1,2,0,2,0
13,65,6,0,3,62,True,True,False,0,2,1,0,1,2
20,92,6,0,5,69,False,True,True,0,2,1,1,1,0
13,60,7,1,3,61,False,True,True,2,2,1,1,1,1
26,73,8,4,5,69,False,True,True,2,1,1,0,0,0
19,67,8,1,3,64,False,False,True,1,0,2,2,0,1
19,84,9,1,3,65,False,True,True,1,0,2,0,1,0
24,70,6,1,1,64,False,True,True,1,2,0,2,1,0
26,70,5,1,3,68,True,True,False,2,2,1,0,0,2
20,80,6,1,3,67,True,True,False,0,1,2,0,1,0
15,86,8,0,5,68,True,True,False,2,1,0,1,2,1
9,65,7,2,4,61,True,True,True,0,1,1,0,1,0
16,67,4,5,4,69,True,True,True,1,2,2,2,2,1
16,70,4,0,3,64,True,True,False,0,2,2,1,1,0
21,99,7,3,4,74,True,False,True,2,1,1,1,1,1
18,76,8,1,4,66,False,True,True,1,1,0,1,1,1
24,84,6,1,2,68,False,True,True,1,1,1,1,1,0
16,70,8,3,3,65,True,True,False,1,2,2,2,1,2
20,80,5,0,3,66,True,False,False,1,2,1,0,1,1
27,63,7,2,2,66,False,False,True,2,0,1,1,2,0
22,61,7,3,2,65,False,True,False,1,0,2,2,0,1
20,79,8,3,4,67,False,True,False,1,1,1,0,1,1
16,76,5,0,4,65,True,True,True,0,1,1,0,2,2
16,65,5,1,3,63,False,True,True,1,1,1,2,2,0
15,88,8,1,2,67,False,True,False,2,1,1,2,2,0
17,100,5,2,4,70,True,True,True,1,2,0,0,1,0
25,76,6,0,3,68,True,False,True,2,2,0,1,1,2
19,85,9,1,3,66,True,True,True,1,1,2,1,1,1
12,99,7,3,1,67,True,True,False,1,1,0,1,0,2
31,93,8,2,1,72,False,True,False,1,0,0,2,2,0
22,79,8,0,2,68,True,True,False,2,2,1,1,1,0
12,89,8,1,2,66,False,False,True,1,2,1,0,2,0
17,65,7,0,4,62,False,True,False,1,1,1,2,1,0
21,80,6,1,4,65,True,True,True,2,0,1,0,1,0
30,71,10,3,4,67,False,True,True,2,0,0,1,1,0
13,66,7,3,2,62,True,True,True,1,1,0,1,1,1
26,77,7,1,3,66,True,True,True,1,0,0,2,1,0
28,65,8,1,3,67,False,False,False,1,1,2,2,1,1
16,88,6,2,3,68,True,True,True,1,1,1,2,2,0
18,78,6,1,4,66,True,True,True,1,1,1,1,1,2
14,81,9,0,4,68,False,True,False,2,2,1,1,1,1
19,66,6,2,5,62,False,True,True,0,1,1,0,1,0
20,66,8,1,2,64,False,True,True,1,2,1,0,1,1
24,83,8,1,3,68,False,True,True,2,0,1,0,1,0
27,99,7,2,2,71,True,True,False,0,0,0,1,1,2
16,64,7,2,4,63,False,True,True,1,1,1,1,2,0
8,71,8,1,2,62,False,True,True,2,1,2,0,2,1
20,95,7,1,3,69,True,True,False,2,0,0,0,0,1
22,63,4,0,3,62,True,True,False,1,1,1,1,1,0
21,95,9,3,3,71,True,True,True,0,1,1,2,1,0
18,81,6,3,4,69,True,True,True,0,2,1,0,1,1
21,76,7,1,2,66,True,True,False,1,1,0,1,2,0
29,72,5,0,4,64,False,True,True,0,1,0,0,1,0
22,72,6,1,3,65,False,False,True,0,2,0,0,2,2
18,72,6,1,1,68,False,True,False,2,2,2,2,2,0
17,95,7,1,3,69,False,True,True,2,1,2,0,1,0
19,89,6,2,3,68,True,True,True,2,1,0,0,1,2
30,87,10,3,4,71,True,True,True,0,1,0,0,0,1
19,92,7,1,5,66,False,True,True,0,1,1,1,1,0
20,70,8,2,3,65,False,True,False,2,0,1,0,2,0
17,85,7,1,1,68,True,True,False,2,1,1,0,1,0
27,78,8,0,3,72,False,True,True,2,2,1,2,1,1
32,91,4,3,2,75,True,True,True,2,1,1,0,2,2
23,72,6,2,3,67,True,True,True,2,0,0,2,1,1
20,86,6,1,2,67,False,True,False,1,1,0,0,1,0
20,95,6,2,3,70,False,True,True,1,1,2,0,1,1
6,76,8,5,3,64,True,True,True,1,1,1,1,1,1
24,63,8,1,3,65,True,True,False,1,1,2,0,1,0
21,81,7,1,3,68,True,True,True,1,1,1,0,2,2
23,74,7,1,2,67,False,True,True,2,2,1,1,0,1
16,87,10,1,1,66,True,False,True,0,1,1,0,2,1
18,98,7,0,1,69,False,True,False,2,1,0,2,1,2
18,79,4,2,1,64,False,True,True,0,2,0,0,1,0
26,79,8,1,3,68,True,True,True,1,2,2,1,1,2
18,86,8,5,3,68,False,True,False,2,1,0,0,2,0
32,64,9,1,3,65,True,False,False,0,2,0,0,1,1
23,70,8,0,2,65,True,True,True,1,1,1,2,1,0
12,97,6,1,2,65,True,False,True,0,1,1,1,1,0
19,87,8,0,2,67,False,True,True,2,1,0,2,2,0
16,61,7,2,3,63,True,True,True,2,1,1,0,1,0
7,68,9,1,3,62,False,True,True,2,1,1,0,2,0
30,87,9,2,4,73,True,True,False,2,1,2,1,2,0
24,91,7,2,3,72,True,True,True,2,2,2,1,1,0
23,94,8,5,6,71,False,True,True,0,1,2,0,0,0
21,72,9,3,4,67,False,True,True,1,1,2,0,1,0
12,97,7,0,2,66,True,True,True,1,0,1,0,1,1
17,82,10,1,2,68,True,True,False,1,2,2,1,1,0
25,88,9,0,4,70,True,True,True,2,2,0,0,1,2
14,84,6,2,2,66,True,False,False,1,1,1,0,1,2
5,65,7,0,2,56,False,True,False,0,2,1,0,1,1
19,99,8,1,3,71,True,False,True,1,2,2,0,2,0
19,65,10,2,3,64,False,True,False,0,2,1,1,2,2
21,70,8,2,3,65,False,True,True,1,1,0,1,1,2
24,93,7,2,1,70,True,True,True,1,1,2,0,1,0
24,85,9,1,2,70,True,True,True,2,0,1,0,1,2
22,94,7,2,4,71,True,True,True,0,2,1,1,2,0
27,81,6,0,5,70,True,True,True,2,2,1,0,1,0
